;lexeme;ai1S;ai2S;ai3P;ai3S;fi1P;fi1S;fi2P;fi2S;fi3P;fi3S;ii1P;ii1S;ii2P;ii2S;ii3P;ii3S;inf;is1S;is3P;is3S;pI1P;pI2P;pI2S;pP;pc1P;pc1S;pc2P;pc2S;pc3P;pc3S;pi1P;pi1S;pi2P;pi2S;pi3P;pi3S;ppFP;ppFS;ppMP;ppMS;ps1P;ps1S;ps2P;ps2S;ps3P;ps3S
879;sécher;;;;;;;;;;;;;;;;;;;;;;;sES;;;;;;;;;sES;;;;;sESe;;;;;;;;;sES
880;sécuriser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sEkyrize;;;;;;;;
881;séparer;;;;;;;;;;;;;;;;;sEpare;;;;;;;;;;;;;;;;;;;;;sEpare;;;;;;;;
882;tabasser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tabas;;;;;;;;;;
883;taire;;;tyr;;;;;;;;;;;;;tEzE;;;;;;;tE;;;;;;;;;tE;tEze;tE;;;;;;;;tEz;;;;
884;taper;;;;;;;;;;;;;;;;;;;;;;tape;;;;;;;;;;tap;;tap;;;;;;;;;;;;
885;tarabuster;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tarabyst;;;;;;;;;;
886;tarder;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tard;;;;;;;;;;;;;;
887;tasser;;;;;;;;;;;;;;;;;tase;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
888;tenailler;;;;;;;;;;;;;;;;t6najE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
889;tendre;;;;;;;;;;;;;;;;tâdE;tâdr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
890;tenir;;;;;;;;;;;;;;t6nE;;;t6nir;;;;;t6ne;tjê;t6nâ;;tjêdrE;;;;;;tjê;t6ne;tjê;;tjê;t6ny;;;t6ny;;;;;;
891;tenter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tâte;;;;;;
892;terminer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tErmine;;;;;;
893;terrifier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tErifje;;;;;;;
894;terroriser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tErOrize;;;;;;;;
895;tester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tEste;;;;;;
896;tirer;;;;tira;;;;;;;;;;;;tirE;tire;;;;;;tir;;;;;;;;tirô;tir;;;;tir;;;tire;tire;;tir;;;;tir
897;tisonner;;;;;;;;;;;;;;;;;;;;;;;;tizOnâ;;;;;;;;;;;;;;;;;;;;;;
898;tomber;;;;tôba;;;;;;;;tôbE;;;tôbE;;tôbe;;;tôba;;;tôb;;;;;;;;;tôb;;;;;;tôbe;;;;;;;;
899;tordre;;;;;;;;;;;;;;;;tOrdE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
900;toucher;;;;;;;;;;;;;;;;;tuSe;;;;;tuSe;tuS;;;;;;;;;;;;;tuS;;;;tuSe;;tuS;;;;tuS
901;tourner;;;;turna;;;;;;;;;;;;turnE;turne;;;;;turne;turn;;;;;;;;;turn;;;;turn;;;;;;;;;turn;turn
902;tournoyer;;;;;;;;;;;;;;;;;turnwaje;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
903;traduire;;;;;;;;;;;;tradHizE;;;;;tradHir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
904;trahir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;trais;;;;;;;;;;;
905;traiter;;;;;;;;;;;;;;;;;trEte;;;;;;trEt;;;;;;;;;;;;;;;trEte;;trEte;;;;;;trEt
906;trancher;;;;;;;;;;;;;;;;;;;;;;;trâS;;;;;;;;;;;;;;;;;;;;;;;
907;transformer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;trâsfOrm;;;;;trâsfOrme;;;;;;trâsfOrm
908;transférer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;trâsfEre;;;;;;
909;transplanter;;;;;;;;;;;;;;;;;trâsplâte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
910;transporter;;;;;;;;;;;;;;;;trâspOrtE;;;;;;;;;;;;;;;;;;;;;;;;trâspOrte;;;;;;
911;travailler;;;;;;travaj6rE;;;;;;travajE;;;;travajE;;;;;;travaje;travaj;;;;;;;;;travaj;;;;travaj;;;;;;;;;;travaj
912;traverser;;;;;;;;;;;;;;;;;travErse;;;;;;;;;;;;;;;;;;travErs;;;;;;;;;;;
913;traîner;;;;;;;;;;;;;;;;trEnE;;;;;;;trEn;;;;;;;;;;;;;;;;;;;;;;;
914;trembler;;;;;;;;;;;;trâblE;;;;;trâble;;;;;trâble;;;;;;;;;;;;;;;;;;;;;;;;
915;tricher;;;;;;;;;;;;;;;;triSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
916;trier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;trje;;;;;;
917;trinquer;;;;;;;;;;;;;;;;;;;;;;;trêk;;;;;;;;;;;;;;;;;;;;;;;
918;triompher;;;;triôfa;;;;;;;;;;;;triôfE;;;;;;;;;;;;;;;;triôf;;;;;;;;;;;;;;
919;tripoter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tripOt;;;;;;;;;;
920;triturer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;trityre;;;;;;;
921;tromper;;;;;;;;;;;;;;;;;trôpe;;;;;trôpe;;;;;;;;;;;;;;trôp;;;trôpe;;;trôp;;;;
922;troubler;;;;;;;;;;;;;;;;;truble;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
923;trouver;truvE;;;truva;;truv6rE;;;;;;truvE;;truvE;;truvE;truve;;;;truvô;truve;truv;truvâ;;truv6rE;;;;;truvô;truv;truve;truv;;truv;;;;truve;;truv;;truv;;truv
924;truander;;;;;;;;;;;;;;;;;;;;;;;tryâd;;;;;;;;;;;;;;;;;;;;;;;
925;trôner;;;;;;;;;;;;;;;;trOnE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
926;tuer;;;;;;tyrE;;;;;;;;;;;tye;;;;;tye;ty;;;tyrE;;;;;;ty;;;;ty;;;tye;tye;;ty;;;;ty
927;tâter;;;;;;;;;;;;;;;;;tate;;;;;;;;;;;;;;;tat;;;;tat;;;;;;;;;;
928;téléphoner;;;;tElEfOna;;;;;;;;;;;;;tElEfOne;;;;;;tElEfOn;;;;;;;;;;;;;tElEfOn;;;;;;;;;;
929;unir;;;;;;;;;;;;;;;;;ynir;;;;;;;;;;;;;;;yni;;;;;;;;;;;;;;
930;user;;;;;;;;;;;;;;;;;yze;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
931;utiliser;;;;;;;;;;;;ytilizE;;;;ytilizE;ytilize;;;;;;ytiliz;;;;;;;;;;;;;;;;ytilize;ytilize;;;;;;ytiliz
932;vadrouiller;;;;;;;;;;;;;;;;;;;;;;;vadruj;;;;;;;;;;;;;;;;;;;;;;;
933;vaincre;;;;;;;;;;;;;;;;;vêkr;;;;;;;;;;;;;;;;;;;;;;;vêky;;;;;;
934;valdinguer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;valdêg;;;;;;;;;;
935;valoir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;vo;;;;;;vaj;;;;
936;varier;;;;;;;;;;;;;;;;;;;;;;;;varjâ;;;;;;;;;;;;;;;;;;;;;;
937;veiller;;;;;;;;;;;;;;;;vEjE;;;;;;vEje;;;;;;;;;;;;;;;;;;;;;;;;
938;vendre;;;;;;;;;;;;;;;;;vâdr;;;;;;vâ;;;;;;;;;;;vâ;;;;;;;;;;;;
939;venger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;vâZe;;;;;;
940;venir;;;;;;vjêdrE;;;vjêdrô;;;v6nE;v6nje;;v6nE;v6nE;v6nir;;;;v6nô;v6ne;vjê;;;;;;;vjêdrE;v6nô;vjê;v6ne;vjê;vjEn;vjê;;v6ny;v6ny;v6ny;;vjEn;;;vjEn;
941;vernir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;vErni;;;;;;
942;verser;;;;;;;;;;;;;;;;;;;;;;;vErs;;;;;;;;;;;;;vErs;;;;;;;;;;
943;vexer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;vEks;;;;;;;;;;;;;;
944;vibrer;;;;;;;;;;;;;;;;;;;;;;;vibr;;;;;;;;;;;;;;;;;;;;;;;
945;vider;;;;;;;;;;;;;;;;;vide;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
946;vieillir;;;;vjEji;;;;;;;;;;;;;;;;;;;;vjEjisâ;;;;;;;;;;;;;;;;;;;;;;
947;virer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;vire;;;;;;
948;visiter;;;;vizita;;;;;;;;;;;;;vizite;;;;;;vizit;vizitâ;;;;;;;;;;;;;;;;;;;;;;
949;vitrer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;vitre;;;;;;;;
950;vivre;;;;;;;;;;;;;;vivE;;;vivr;;;;;;;;;;;;;;;vi;vive;;;vi;;;;;;viv;;;viv;
951;voir;;vi;;vi;;;vEre;vEra;;;;vwajE;vwaje;;vwajE;vwajE;vwar;;;;vwajô;vwaje;vwa;;;;;;;;;vwa;vwaje;vwa;;vwa;vy;vy;vy;vy;;;;;vwa;vwa
952;voler;;;;;;;;;;;;;;;;;vOle;;;;;;;;;;;;;;;vOl;;;vOl;;;;;vOle;;;;;;vOl
953;vomir;;;;;;;;;;;;;;;;vOmisE;vOmir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
954;voter;;;;;;;;;;;;;;;;;vOte;;;;;;;;;;;;;;;vOt;;;;;;;;vOte;;;;;;
955;vouloir;;;;vuly;;;;;vudrô;;;vulE;vulje;vulE;;vulE;vulwar;;;;;vule;;;;vudrE;;vudrE;;;;v2;vule;v2;v9l;v2;;;;vuly;vuljô;;;;;
956;voyager;;;;;;;;;;;;;;;;;vwajaZe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
957;vérifier;;;;;;;;;;;;;;;;;vErifje;;;;;;;;;;;vErifirE;;;;vErifi;;;;;;;;;;;;;;vErifi
958;vêtir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;vEty;;;;;;;
959;éblouir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Eblui;;;;;;;;;;;;;;
960;ébranler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ebrâle;;;;;;;;
961;écarter;;;;;;;;;;;;;;;;;Ekarte;;;;;;Ekart;Ekartâ;;;;;;;;;;;Ekart;Ekart;;;;;;;;;;
962;échanger;;;ESâZEr;;;;;;;;;;;;;;;;;;;;;;;;;;;ESâZ6rE;;;;;;;;;;;;;;;;
963;échapper;;;;ESapa;;;;;;;;;;;;;;;;;;;ESap;;;;;;;;;ESap;;;;;;;;;;;;;;ESap
964;éclaircir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EklErsi;;;;;;;;;
965;éclairer;;;;EklEra;;;;;;;;;;;;;EklEre;;;;;;;;;;;;;;;;;;;EklEr;;;;;;;;;;
966;éclater;;;;Eklata;;;;;;;;;;;;;;;;;;;;Eklatâ;;;;;;;;Eklat;;;;Eklat;;;;;;;;;;
967;écouter;;;;;;;;;;;;;;EkutE;;;;;;;;Ekute;Ekut;;;;;;;;;Ekut;;;;Ekut;;;;Ekute;;Ekut;;Ekut;;Ekut
968;écraser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ekraze;;;;;;;;;;;;;Ekraz
969;écrire;;;;;;;;;;;;;;EkrivE;;;Ekrir;;;;;;;;;;;;;;;Ekri;;;;Ekri;;;;Ekri;;;;;;
970;égailler;;;;;;;;;;;;;;;;;;;;;;;;Egajâ;;;;;;;;;;;;;;;;;;;;;;
971;égaler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Egal;;;;;;;;;;;;;;
972;égarer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Egare;;;;;;
973;élancer;;;;Elâsa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Elâs;;;;;;;;;;
974;élever;;;;;;;;;;;;;;;;;El6ve;;;;;;;;;;;;;;;;;;ElEv;ElEv;;;;;;;;;;
975;élire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ely;;;;;;
976;éloigner;;;;ElwaJa;;;;;;;;;;;ElwaJE;;ElwaJe;;;;;;ElwaJ;;;;;;;;;ElwaJ;;;;;;;;;;;;;;
977;émacier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Emasje;;;;;;
978;émailler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Emaj;;;;;;;;;;;;;;
979;émanciper;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Emâsipe;;;;;;
980;émerger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EmErZ;;;;;;;;;;
981;émerveiller;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EmErvEje;;;EmErvEje;;;;;;
982;émouvoir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Emy;;;;;;
983;énerver;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EnErv;;EnErv;;;;;;;;;;;;
984;épargner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EparJ;EparJe;;;EparJ;;;;;;;;;;
985;épater;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Epat;;;;;;;;;;
986;épier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Epi;;;;;;;;;;;;;;
987;éponger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EpôZ;;;;;;;;;;
988;épouser;;;;;;;;;;;;;;;EpuzE;;;;;;;;Epuz;;;;;;;;;Epuz;;;;;;Epuze;;Epuze;;;;;;
989;éprouver;;;;;;;;;;;;;;;;;Epruve;;;;;;Epruv;;;;;;;;;;;;;;;;;Epruve;;;;;;
990;épuiser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EpHiz;;;;;;;;;;;;;;
991;érafler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Erafle;;;;;;
992;établir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Etabli;;;;;;;;;;;;
993;étaler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Etal;;;;;;;;;;
994;éteindre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EtêdrE;;;;Etê;;;;;;;;EtEJ;;;;
995;étendre;;;;Etâdi;;;;;;;;;;;;EtâdE;;;;;;;;;;;;;;;;;;;;;;;Etâdy;;;;;;;
996;étonner;;;;EtOna;;;;;;;;;;;;EtOnE;;;;;;;;;;;;;;EtOn6rE;;;;;;EtOn;;;;;;EtOn;;;;
997;étouffer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Etuf;;;Etufe;;;;;;;
998;étrangler;;;;;;;;;;;;EtrâglE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
999;étriper;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Etrip;;;;
1000;étudier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Etydi;;;;;;;;;;
1001;éveiller;;;;;;;;;;;;;;;;;EvEje;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1002;éviter;;;;;;;;;;;;;;;;EvitE;Evite;;;;;;;Evitâ;;;;;;;;;;;;;;;;;;;;;;
1003;évoquer;;;;;;;;;;;;;;;;;;;;;;;;EvOkâ;;;;;;;;;;;;;;;;EvOke;;;;;;
1004;être;;;;fy;s6rô;s6rE;s6re;s6ra;s6rô;s6ra;Etjô;EtE;;EtE;EtE;EtE;Etr;fys;fys;fy;;swaje;swa;;;s6rE;;s6rE;s6rE;s6rE;sOm;sHi;Et;E;sô;E;;;;;;swa;;swa;swa;swa
1005;ôter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ot;;;;;;;;Ote;;;;;;
